TransactionID,Date,SendingInstitution,ReceivingInstitution,AssetType,Network,Region,Amount_USD,SettlementStatus,SettlementTime_Seconds,TraditionalRail_Benchmark_Hours,Fee_BPS,Fee_USD
TXN102299,2026-03-24,BNY Mellon,Standard Chartered,Tokenised Deposit,Permissioned Ledger,MEA,1660.36,Settled,6.0,44.8,2.24,0.37
TXN102300,2026-04-19,Citi,Deutsche Bank,Tokenised Real Estate Fund,Public Blockchain,US,63743.68,Settled,69.6,12.0,3.13,19.95
TXN102301,2026-03-16,UBS,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,32102.06,Settled,2.6,41.4,4.44,14.25
TXN102302,2026-05-09,UBS,BNY Mellon,Tokenised Deposit,Permissioned Ledger,US,82553.48,Settled,8.0,13.7,3.01,24.85
TXN102303,2026-03-29,BNY Mellon,Citi,Tokenised Deposit,Permissioned Ledger,MEA,207077.4,Settled,9.3,34.5,2.07,42.87
TXN102304,2026-02-23,Citi,Deutsche Bank,Tokenised Bond,Permissioned Ledger,APAC,49310.51,Pending,,30.7,0.55,2.71
TXN102305,2026-07-18,HSBC,Citi,Tokenised Bond,Hybrid Network,EU,613092.02,Settled,27.6,16.3,2.61,160.02
TXN102306,2026-03-30,HSBC,BNY Mellon,Tokenised Bond,Permissioned Ledger,UK,901492.26,Settled,12.0,57.9,2.18,196.53
TXN102307,2026-05-23,Citi,Deutsche Bank,Regulated Stablecoin,Permissioned Ledger,US,93650.29,Settled,4.2,34.6,0.57,5.34
TXN102308,2026-03-06,JPMorgan,Standard Chartered,Regulated Stablecoin,Public Blockchain,MEA,9897.37,Settled,98.8,48.0,1.14,1.13
TXN102309,2026-03-17,Citi,BNY Mellon,Tokenised Deposit,Permissioned Ledger,APAC,53282.15,Settled,6.4,49.1,3.37,17.96
TXN102310,2026-07-18,Deutsche Bank,BNY Mellon,Tokenised Bond,Public Blockchain,MEA,18955.41,Settled,63.0,29.1,0.75,1.42
TXN102311,2026-05-23,Standard Chartered,Citi,Tokenised Deposit,Permissioned Ledger,UK,269274.48,Settled,13.2,26.3,4.0,107.71
TXN102312,2026-05-29,BNY Mellon,Standard Chartered,Tokenised Deposit,Permissioned Ledger,US,78191.59,Settled,6.4,51.5,1.39,10.87
TXN102313,2026-05-27,Standard Chartered,Deutsche Bank,Tokenised Deposit,Public Blockchain,MEA,69123.53,Settled,54.5,38.3,1.61,11.13
TXN102314,2026-03-01,Barclays,BNY Mellon,Tokenised Deposit,Hybrid Network,APAC,66755.82,Settled,21.5,48.8,4.08,27.24
TXN102315,2026-04-03,JPMorgan,Barclays,Tokenised Deposit,Public Blockchain,EU,19465.52,Settled,76.4,38.5,1.03,2.0
TXN102316,2026-06-10,Standard Chartered,JPMorgan,Tokenised Real Estate Fund,Permissioned Ledger,MEA,10558.91,Settled,7.6,55.6,2.37,2.5
TXN102317,2026-02-18,Barclays,Citi,Tokenised Deposit,Permissioned Ledger,MEA,174506.45,Settled,8.3,21.9,2.77,48.34
TXN102318,2026-02-04,Barclays,JPMorgan,Tokenised Real Estate Fund,Public Blockchain,US,79887.08,Settled,58.2,20.5,2.55,20.37
TXN102319,2026-06-21,BNY Mellon,Standard Chartered,Tokenised Deposit,Public Blockchain,UK,40293.43,Settled,49.4,40.6,4.01,16.16
TXN102320,2026-04-12,HSBC,Deutsche Bank,Tokenised Real Estate Fund,Permissioned Ledger,MEA,108709.75,Settled,6.9,58.0,3.11,33.81
TXN102321,2026-01-11,BNY Mellon,JPMorgan,Tokenised Deposit,Permissioned Ledger,US,30939.3,Settled,8.4,44.7,1.47,4.55
TXN102322,2026-04-09,Barclays,Citi,Tokenised Bond,Permissioned Ledger,UK,87995.41,Settled,8.5,31.6,1.1,9.68
TXN102323,2026-07-19,BNY Mellon,JPMorgan,Tokenised Equity,Permissioned Ledger,UK,473584.64,Settled,7.5,37.3,1.22,57.78
TXN102324,2026-04-20,Barclays,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,UK,23565.34,Settled,10.0,25.4,3.49,8.22
TXN102325,2026-03-15,Deutsche Bank,Barclays,Tokenised Equity,Permissioned Ledger,MEA,58156.91,Settled,10.8,21.7,1.98,11.52
TXN102326,2026-07-13,UBS,Citi,Tokenised Deposit,Permissioned Ledger,UK,51032.95,Settled,6.0,47.4,1.62,8.27
TXN102327,2026-06-23,Standard Chartered,JPMorgan,Regulated Stablecoin,Public Blockchain,MEA,550397.58,Failed,,26.9,1.46,80.36
TXN102328,2026-01-09,BNY Mellon,Citi,Regulated Stablecoin,Hybrid Network,US,363154.34,Settled,39.3,27.9,1.01,36.68
TXN102329,2026-01-03,Barclays,UBS,Tokenised Deposit,Permissioned Ledger,UK,94868.43,Settled,7.0,20.4,2.86,27.13
TXN102330,2026-03-26,Standard Chartered,UBS,Regulated Stablecoin,Permissioned Ledger,APAC,4915.4,Settled,7.8,43.3,4.05,1.99
TXN102331,2026-01-26,Citi,BNY Mellon,Tokenised Equity,Permissioned Ledger,APAC,69265.13,Settled,13.7,30.8,3.47,24.04
TXN102332,2026-03-13,Barclays,Deutsche Bank,Tokenised Equity,Permissioned Ledger,MEA,122979.63,Settled,9.4,35.1,2.5,30.74
TXN102333,2026-02-17,BNY Mellon,JPMorgan,Tokenised Real Estate Fund,Permissioned Ledger,APAC,144214.79,Failed,,56.6,0.65,9.37
TXN102334,2026-07-13,Deutsche Bank,Standard Chartered,Tokenised Bond,Public Blockchain,EU,124013.61,Settled,60.5,47.5,2.8,34.72
TXN102335,2026-07-17,UBS,Citi,Regulated Stablecoin,Permissioned Ledger,UK,21363.95,Settled,4.1,29.0,3.86,8.25
TXN102336,2026-06-05,Citi,Standard Chartered,Tokenised Bond,Hybrid Network,US,69713.78,Failed,,21.1,2.04,14.22
TXN102337,2026-04-27,UBS,Standard Chartered,Regulated Stablecoin,Public Blockchain,US,66439.94,Settled,92.9,29.9,1.07,7.11
TXN102338,2026-06-03,UBS,HSBC,Tokenised Deposit,Permissioned Ledger,EU,155724.5,Settled,5.7,26.0,1.26,19.62
TXN102339,2026-06-02,Deutsche Bank,JPMorgan,Regulated Stablecoin,Permissioned Ledger,EU,11932.39,Settled,13.6,17.2,2.34,2.79
TXN102340,2026-01-12,JPMorgan,Deutsche Bank,Tokenised Bond,Permissioned Ledger,APAC,53665.92,Settled,10.4,31.2,3.07,16.48
TXN102341,2026-05-13,HSBC,Citi,Tokenised Real Estate Fund,Permissioned Ledger,EU,79011.99,Settled,6.9,45.7,2.16,17.07
TXN102342,2026-02-17,JPMorgan,UBS,Tokenised Bond,Hybrid Network,UK,55917.31,Pending,,32.5,1.15,6.43
TXN102343,2026-02-06,Barclays,UBS,Tokenised Deposit,Hybrid Network,UK,22136.9,Settled,19.4,17.4,4.01,8.88
TXN102344,2026-02-13,BNY Mellon,Deutsche Bank,Tokenised Equity,Hybrid Network,EU,99575.4,Settled,18.5,33.5,0.75,7.47
TXN102345,2026-01-15,BNY Mellon,JPMorgan,Tokenised Bond,Public Blockchain,MEA,23794.38,Settled,63.6,36.5,1.26,3.0
TXN102346,2026-02-12,HSBC,BNY Mellon,Tokenised Bond,Hybrid Network,EU,71518.89,Settled,24.5,41.1,0.56,4.01
TXN102347,2026-06-25,BNY Mellon,Barclays,Tokenised Real Estate Fund,Public Blockchain,UK,99965.1,Settled,52.3,31.0,2.25,22.49
TXN102348,2026-03-28,Citi,UBS,Tokenised Bond,Permissioned Ledger,EU,5567.19,Settled,4.3,20.0,1.34,0.75
TXN102349,2026-03-11,HSBC,Barclays,Tokenised Deposit,Public Blockchain,US,15438.84,Settled,39.8,33.3,1.99,3.07
TXN102350,2026-02-15,HSBC,Deutsche Bank,Regulated Stablecoin,Public Blockchain,EU,43581.49,Settled,90.2,53.0,4.34,18.91
TXN102351,2026-04-18,Barclays,Standard Chartered,Tokenised Deposit,Hybrid Network,US,180993.79,Settled,13.8,41.1,0.97,17.56
TXN102352,2026-05-03,BNY Mellon,UBS,Tokenised Bond,Permissioned Ledger,US,13897.12,Settled,7.1,13.1,2.46,3.42
TXN102353,2026-06-20,Citi,Barclays,Tokenised Deposit,Permissioned Ledger,US,94914.9,Settled,4.2,35.3,4.22,40.05
TXN102354,2026-01-21,Citi,BNY Mellon,Tokenised Deposit,Public Blockchain,EU,297434.96,Settled,43.7,32.3,2.13,63.35
TXN102355,2026-05-31,UBS,JPMorgan,Tokenised Bond,Hybrid Network,EU,193320.61,Settled,9.7,17.7,1.42,27.45
TXN102356,2026-04-17,JPMorgan,Standard Chartered,Tokenised Deposit,Permissioned Ledger,APAC,38433.75,Settled,7.5,41.6,0.76,2.92
TXN102357,2026-03-21,HSBC,UBS,Tokenised Bond,Permissioned Ledger,MEA,216386.2,Settled,5.9,49.0,2.22,48.04
TXN102358,2026-02-16,Standard Chartered,Barclays,Tokenised Bond,Hybrid Network,UK,180661.17,Settled,16.3,37.8,1.9,34.33
TXN102359,2026-04-27,Citi,JPMorgan,Tokenised Equity,Hybrid Network,APAC,30372.91,Settled,22.9,24.4,1.94,5.89
TXN102360,2026-05-04,UBS,Citi,Tokenised Deposit,Hybrid Network,MEA,29497.33,Settled,29.9,29.0,4.19,12.36
TXN102361,2026-05-23,Citi,HSBC,Regulated Stablecoin,Public Blockchain,MEA,174502.56,Settled,65.5,38.9,0.61,10.64
TXN102362,2026-01-25,Citi,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,MEA,20007.92,Failed,,28.3,1.65,3.3
TXN102363,2026-02-05,UBS,Standard Chartered,Tokenised Bond,Public Blockchain,APAC,62045.99,Settled,69.1,57.9,3.1,19.23
TXN102364,2026-02-20,Deutsche Bank,BNY Mellon,Tokenised Equity,Permissioned Ledger,EU,1044390.95,Pending,,15.2,4.49,468.93
TXN102365,2026-01-15,Barclays,Deutsche Bank,Regulated Stablecoin,Permissioned Ledger,UK,133500.03,Settled,7.9,48.0,3.79,50.6
TXN102366,2026-03-09,Citi,UBS,Tokenised Equity,Hybrid Network,EU,40970.02,Settled,34.9,39.0,3.45,14.13
TXN102367,2026-01-21,UBS,Citi,Tokenised Deposit,Public Blockchain,EU,123596.16,Settled,58.4,39.1,1.82,22.49
TXN102368,2026-05-21,UBS,Barclays,Tokenised Bond,Permissioned Ledger,US,33868.22,Settled,11.8,61.2,3.55,12.02
TXN102369,2026-01-19,Citi,UBS,Tokenised Deposit,Hybrid Network,UK,27659.74,Failed,,24.8,2.24,6.2
TXN102370,2026-02-03,JPMorgan,UBS,Regulated Stablecoin,Permissioned Ledger,UK,233268.88,Settled,13.7,60.1,2.51,58.55
TXN102371,2026-03-19,BNY Mellon,Deutsche Bank,Tokenised Deposit,Hybrid Network,US,261747.96,Settled,33.3,34.2,2.51,65.7
TXN102372,2026-05-05,BNY Mellon,Barclays,Tokenised Deposit,Permissioned Ledger,APAC,9936.66,Settled,3.2,60.7,1.54,1.53
TXN102373,2026-07-15,Citi,BNY Mellon,Tokenised Deposit,Permissioned Ledger,EU,30099.62,Settled,8.8,32.8,3.98,11.98
TXN102374,2026-04-27,Deutsche Bank,UBS,Tokenised Deposit,Hybrid Network,MEA,49351.19,Settled,15.6,46.8,3.62,17.87
TXN102375,2026-02-21,Barclays,HSBC,Tokenised Real Estate Fund,Public Blockchain,UK,6046.04,Settled,59.4,26.4,2.44,1.48
TXN102376,2026-01-27,UBS,HSBC,Tokenised Deposit,Hybrid Network,EU,251230.5,Settled,24.7,39.5,0.75,18.84
TXN102377,2026-06-06,JPMorgan,Barclays,Tokenised Deposit,Hybrid Network,MEA,91775.0,Settled,22.9,45.2,1.29,11.84
TXN102378,2026-06-05,HSBC,Standard Chartered,Regulated Stablecoin,Public Blockchain,UK,11695.95,Settled,59.1,4.5,4.06,4.75
TXN102379,2026-02-04,Barclays,Citi,Tokenised Deposit,Hybrid Network,US,48443.66,Settled,25.5,28.6,1.44,6.98
TXN102380,2026-05-16,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,US,63132.41,Settled,8.0,47.2,2.8,17.68
TXN102381,2026-05-24,UBS,Standard Chartered,Tokenised Bond,Public Blockchain,US,60924.85,Settled,72.4,68.9,0.59,3.59
TXN102382,2026-04-16,Standard Chartered,Deutsche Bank,Tokenised Real Estate Fund,Public Blockchain,MEA,245344.7,Settled,83.6,32.2,1.77,43.43
TXN102383,2026-06-13,JPMorgan,Deutsche Bank,Tokenised Bond,Permissioned Ledger,APAC,927150.4,Settled,8.9,42.1,4.48,415.36
TXN102384,2026-06-07,Standard Chartered,Citi,Tokenised Deposit,Hybrid Network,EU,7976.12,Settled,34.3,33.4,2.78,2.22
TXN102385,2026-05-26,JPMorgan,Citi,Tokenised Deposit,Public Blockchain,EU,74483.19,Settled,47.7,16.2,2.04,15.19
TXN102386,2026-01-02,HSBC,Barclays,Tokenised Equity,Public Blockchain,APAC,76315.55,Settled,38.3,30.5,3.09,23.58
TXN102387,2026-06-26,Deutsche Bank,Citi,Tokenised Deposit,Permissioned Ledger,EU,23274.57,Settled,7.8,38.8,3.09,7.19
TXN102388,2026-03-18,Citi,Barclays,Regulated Stablecoin,Public Blockchain,MEA,876837.57,Settled,55.9,39.9,0.75,65.76
TXN102389,2026-05-12,JPMorgan,Barclays,Tokenised Bond,Permissioned Ledger,EU,319510.62,Failed,,42.2,1.57,50.16
TXN102390,2026-03-31,Barclays,JPMorgan,Tokenised Deposit,Hybrid Network,MEA,32343.82,Settled,40.5,44.5,4.4,14.23
TXN102391,2026-03-30,BNY Mellon,Deutsche Bank,Tokenised Real Estate Fund,Permissioned Ledger,EU,101287.61,Settled,10.4,27.6,3.47,35.15
TXN102392,2026-04-04,JPMorgan,BNY Mellon,Tokenised Deposit,Hybrid Network,APAC,25259.74,Failed,,31.4,1.27,3.21
TXN102393,2026-01-07,UBS,HSBC,Regulated Stablecoin,Permissioned Ledger,EU,21247.94,Settled,10.1,27.4,2.33,4.95
TXN102394,2026-04-05,Standard Chartered,UBS,Tokenised Deposit,Permissioned Ledger,UK,78958.87,Settled,6.3,47.1,3.54,27.95
TXN102395,2026-04-18,Deutsche Bank,Citi,Tokenised Deposit,Public Blockchain,US,323173.16,Settled,89.1,44.2,1.83,59.14
TXN102396,2026-03-15,Standard Chartered,UBS,Regulated Stablecoin,Hybrid Network,US,619642.41,Settled,23.4,34.0,3.78,234.22
TXN102397,2026-02-08,Citi,Barclays,Regulated Stablecoin,Permissioned Ledger,APAC,99387.41,Settled,3.2,21.8,2.23,22.16
TXN102398,2026-05-21,Standard Chartered,Citi,Regulated Stablecoin,Public Blockchain,US,63183.69,Settled,57.0,17.5,3.77,23.82
TXN102399,2026-06-08,JPMorgan,BNY Mellon,Tokenised Bond,Hybrid Network,US,3174.16,Settled,48.9,32.6,1.66,0.53
TXN102400,2026-03-12,Barclays,Citi,Tokenised Equity,Public Blockchain,APAC,11810.07,Settled,78.3,22.2,3.29,3.89
TXN102401,2026-07-10,JPMorgan,Standard Chartered,Tokenised Bond,Public Blockchain,US,11792.92,Settled,44.8,49.6,2.26,2.67
TXN102402,2026-02-25,Barclays,Citi,Tokenised Deposit,Permissioned Ledger,US,75394.26,Settled,8.0,17.8,2.53,19.07
TXN102403,2026-06-19,JPMorgan,HSBC,Tokenised Deposit,Hybrid Network,US,55714.09,Pending,,27.7,2.34,13.04
TXN102404,2026-07-08,JPMorgan,HSBC,Tokenised Deposit,Hybrid Network,UK,50299.17,Settled,1.0,40.4,3.57,17.96
TXN102405,2026-02-11,BNY Mellon,Deutsche Bank,Regulated Stablecoin,Public Blockchain,APAC,7157.22,Settled,35.7,46.4,1.93,1.38
TXN102406,2026-07-03,JPMorgan,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,US,29057.75,Settled,6.1,41.9,2.49,7.24
TXN102407,2026-02-05,Deutsche Bank,UBS,Tokenised Equity,Permissioned Ledger,EU,15174.35,Settled,6.8,26.5,0.97,1.47
TXN102408,2026-03-25,Standard Chartered,Deutsche Bank,Tokenised Bond,Public Blockchain,MEA,3193.49,Settled,63.4,44.6,2.53,0.81
TXN102409,2026-07-15,Barclays,UBS,Tokenised Real Estate Fund,Hybrid Network,UK,455578.53,Settled,36.7,36.7,3.43,156.26
TXN102410,2026-04-28,HSBC,BNY Mellon,Tokenised Deposit,Permissioned Ledger,MEA,23337.25,Settled,5.6,28.3,2.79,6.51
TXN102411,2026-01-07,UBS,JPMorgan,Tokenised Equity,Public Blockchain,EU,78751.26,Settled,50.4,23.7,4.38,34.49
TXN102412,2026-02-23,Standard Chartered,Deutsche Bank,Tokenised Equity,Permissioned Ledger,MEA,3346.33,Settled,7.5,47.3,3.61,1.21
TXN102413,2026-05-09,BNY Mellon,Citi,Tokenised Equity,Permissioned Ledger,MEA,12773.19,Settled,5.7,50.8,2.24,2.86
TXN102414,2026-06-21,HSBC,Deutsche Bank,Regulated Stablecoin,Hybrid Network,EU,96486.74,Settled,27.8,41.3,0.81,7.82
TXN102415,2026-04-30,Citi,Barclays,Tokenised Real Estate Fund,Permissioned Ledger,UK,86042.79,Settled,12.6,23.2,1.95,16.78
TXN102416,2026-06-22,HSBC,Barclays,Regulated Stablecoin,Public Blockchain,EU,26723.45,Settled,45.0,39.1,4.12,11.01
TXN102417,2026-04-16,Barclays,Deutsche Bank,Tokenised Real Estate Fund,Permissioned Ledger,UK,8634.38,Settled,6.8,33.1,2.05,1.77
TXN102418,2026-02-16,Standard Chartered,BNY Mellon,Regulated Stablecoin,Public Blockchain,APAC,24953.76,Settled,80.5,30.1,3.36,8.38
TXN102419,2026-05-03,JPMorgan,HSBC,Tokenised Bond,Public Blockchain,APAC,67776.45,Settled,61.0,30.7,1.18,8.0
TXN102420,2026-05-21,UBS,Citi,Tokenised Deposit,Hybrid Network,MEA,34745.8,Pending,,29.6,2.17,7.54
TXN102421,2026-04-29,Citi,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,46117.97,Pending,,37.4,2.35,10.84
TXN102422,2026-05-30,Standard Chartered,Citi,Tokenised Real Estate Fund,Permissioned Ledger,US,64373.78,Settled,10.0,9.1,2.3,14.81
TXN102423,2026-04-28,HSBC,JPMorgan,Tokenised Bond,Hybrid Network,EU,445803.49,Settled,1.0,35.7,3.54,157.81
TXN102424,2026-01-21,HSBC,JPMorgan,Regulated Stablecoin,Permissioned Ledger,EU,6206.68,Settled,4.7,57.6,2.23,1.38
TXN102425,2026-05-17,BNY Mellon,JPMorgan,Tokenised Deposit,Public Blockchain,US,21234.92,Settled,75.1,40.9,1.46,3.1
TXN102426,2026-01-26,JPMorgan,Deutsche Bank,Tokenised Deposit,Public Blockchain,MEA,25056.34,Settled,78.2,59.8,4.16,10.42
TXN102427,2026-01-09,Barclays,Standard Chartered,Tokenised Bond,Public Blockchain,MEA,76268.14,Settled,56.7,29.7,1.09,8.31
TXN102428,2026-01-15,Deutsche Bank,Citi,Tokenised Deposit,Hybrid Network,MEA,35609.0,Settled,46.2,36.3,4.13,14.71
TXN102429,2026-01-10,JPMorgan,HSBC,Tokenised Deposit,Public Blockchain,UK,13211.66,Settled,63.1,42.9,3.89,5.14
TXN102430,2026-05-02,JPMorgan,HSBC,Tokenised Deposit,Public Blockchain,APAC,28457.51,Settled,53.8,41.2,0.92,2.62
TXN102431,2026-05-01,JPMorgan,Deutsche Bank,Tokenised Bond,Permissioned Ledger,US,34349.79,Settled,11.4,41.4,4.05,13.91
TXN102432,2026-05-05,Deutsche Bank,HSBC,Tokenised Deposit,Hybrid Network,EU,575170.13,Settled,29.7,16.7,3.6,207.06
TXN102433,2026-06-19,Citi,JPMorgan,Regulated Stablecoin,Permissioned Ledger,US,294973.26,Settled,6.5,24.5,1.71,50.44
TXN102434,2026-03-13,UBS,Barclays,Tokenised Deposit,Public Blockchain,US,49359.13,Settled,62.6,60.2,3.2,15.79
TXN102435,2026-06-01,BNY Mellon,Deutsche Bank,Regulated Stablecoin,Public Blockchain,MEA,12786.16,Settled,110.1,31.8,4.24,5.42
TXN102436,2026-02-18,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,MEA,119715.17,Failed,,38.4,3.33,39.87
TXN102437,2026-06-03,Citi,UBS,Tokenised Equity,Permissioned Ledger,EU,36932.26,Settled,9.3,37.6,4.42,16.32
TXN102438,2026-04-01,Deutsche Bank,HSBC,Tokenised Deposit,Permissioned Ledger,EU,90979.16,Settled,5.7,44.3,1.91,17.38
TXN102439,2026-02-06,BNY Mellon,Citi,Tokenised Real Estate Fund,Public Blockchain,MEA,27792.73,Settled,82.5,28.3,2.14,5.95
TXN102440,2026-03-09,HSBC,BNY Mellon,Regulated Stablecoin,Public Blockchain,APAC,27672.93,Settled,52.0,17.2,2.96,8.19
TXN102441,2026-02-19,Citi,Standard Chartered,Tokenised Deposit,Permissioned Ledger,APAC,147384.16,Settled,10.3,29.5,1.25,18.42
TXN102442,2026-06-01,Citi,UBS,Tokenised Bond,Public Blockchain,MEA,387881.55,Settled,23.4,49.8,1.49,57.79
TXN102443,2026-01-19,HSBC,Barclays,Tokenised Equity,Permissioned Ledger,APAC,16117.22,Settled,5.6,27.2,3.9,6.29
TXN102444,2026-04-10,Citi,JPMorgan,Tokenised Deposit,Permissioned Ledger,EU,936183.88,Settled,9.5,20.2,2.4,224.68
TXN102445,2026-03-01,UBS,Citi,Tokenised Deposit,Permissioned Ledger,US,16924.75,Settled,8.5,35.2,2.86,4.84
TXN102446,2026-06-16,Standard Chartered,HSBC,Tokenised Equity,Permissioned Ledger,EU,12832.14,Settled,9.4,47.4,3.87,4.97
TXN102447,2026-03-30,Citi,JPMorgan,Tokenised Deposit,Public Blockchain,MEA,2892.84,Pending,,46.2,3.34,0.97
TXN102448,2026-05-26,Citi,UBS,Tokenised Equity,Public Blockchain,MEA,40022.84,Settled,40.5,57.0,0.81,3.24
TXN102449,2026-05-27,Deutsche Bank,UBS,Tokenised Deposit,Hybrid Network,US,14692.56,Settled,22.0,26.5,0.83,1.22
TXN102450,2026-06-13,Citi,Standard Chartered,Tokenised Equity,Hybrid Network,UK,119721.53,Settled,12.4,37.7,4.31,51.6
TXN102451,2026-07-02,BNY Mellon,UBS,Tokenised Bond,Hybrid Network,APAC,1795.93,Settled,31.8,34.7,4.47,0.8
TXN102452,2026-03-10,JPMorgan,Deutsche Bank,Tokenised Bond,Permissioned Ledger,UK,169199.18,Settled,5.9,19.6,3.1,52.45
TXN102453,2026-06-24,JPMorgan,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,MEA,40306.93,Settled,4.1,27.8,1.85,7.46
TXN102454,2026-02-18,BNY Mellon,Standard Chartered,Tokenised Real Estate Fund,Hybrid Network,MEA,23074.87,Settled,16.1,32.7,0.8,1.85
TXN102455,2026-04-18,HSBC,BNY Mellon,Tokenised Equity,Public Blockchain,MEA,14541.82,Settled,73.7,45.6,0.52,0.76
TXN102456,2026-06-10,UBS,HSBC,Tokenised Deposit,Public Blockchain,APAC,562089.27,Settled,1.0,44.3,3.48,195.61
TXN102457,2026-04-29,JPMorgan,Citi,Tokenised Deposit,Public Blockchain,EU,48670.77,Settled,74.7,32.9,2.77,13.48
TXN102458,2026-05-29,JPMorgan,Barclays,Tokenised Deposit,Permissioned Ledger,APAC,218530.9,Settled,7.2,36.4,3.99,87.19
TXN102459,2026-05-30,Barclays,Standard Chartered,Tokenised Deposit,Hybrid Network,US,32101.91,Settled,15.0,55.2,2.1,6.74
TXN102460,2026-06-25,Standard Chartered,Deutsche Bank,Tokenised Equity,Permissioned Ledger,UK,393748.78,Settled,9.5,54.9,3.66,144.11
TXN102461,2026-02-06,UBS,Barclays,Tokenised Real Estate Fund,Permissioned Ledger,UK,400225.57,Settled,9.9,38.6,0.52,20.81
TXN102462,2026-05-23,BNY Mellon,Deutsche Bank,Tokenised Equity,Public Blockchain,APAC,47098.7,Settled,65.4,35.2,3.32,15.64
TXN102463,2026-06-12,Deutsche Bank,Citi,Tokenised Bond,Permissioned Ledger,US,32717.62,Settled,8.3,48.6,1.48,4.84
TXN102464,2026-07-18,HSBC,Deutsche Bank,Tokenised Deposit,Hybrid Network,APAC,19556.06,Settled,38.5,32.5,3.96,7.74
TXN102465,2026-06-09,Standard Chartered,JPMorgan,Tokenised Equity,Hybrid Network,APAC,36356.24,Settled,52.3,17.2,2.68,9.74
TXN102466,2026-01-11,BNY Mellon,JPMorgan,Tokenised Deposit,Permissioned Ledger,UK,541858.52,Settled,7.7,26.8,0.69,37.39
TXN102467,2026-05-18,Deutsche Bank,BNY Mellon,Regulated Stablecoin,Public Blockchain,APAC,10183.39,Pending,,38.5,3.86,3.93
TXN102468,2026-03-19,JPMorgan,UBS,Tokenised Bond,Hybrid Network,EU,57271.21,Settled,17.5,40.0,2.91,16.67
TXN102469,2026-03-18,Citi,BNY Mellon,Tokenised Deposit,Permissioned Ledger,MEA,20480.46,Settled,7.8,33.9,3.67,7.52
TXN102470,2026-07-04,Barclays,Citi,Tokenised Bond,Permissioned Ledger,APAC,3830.71,Settled,7.2,48.1,3.36,1.29
TXN102471,2026-06-02,UBS,Standard Chartered,Tokenised Equity,Hybrid Network,MEA,26845.01,Settled,29.2,22.9,3.59,9.64
TXN102472,2026-01-02,HSBC,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,51267.13,Settled,75.7,31.8,1.81,9.28
TXN102473,2026-03-05,HSBC,UBS,Tokenised Bond,Permissioned Ledger,MEA,628822.05,Settled,11.1,40.3,0.58,36.47
TXN102474,2026-02-04,HSBC,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,77609.09,Settled,8.4,38.1,1.87,14.51
TXN102475,2026-01-07,HSBC,Citi,Tokenised Deposit,Permissioned Ledger,UK,7848.28,Settled,7.5,40.0,3.4,2.67
TXN102476,2026-03-26,Deutsche Bank,HSBC,Regulated Stablecoin,Permissioned Ledger,EU,26741.06,Settled,9.2,30.9,1.49,3.98
TXN102477,2026-05-26,Barclays,JPMorgan,Tokenised Equity,Permissioned Ledger,MEA,40350.86,Settled,5.9,32.8,1.38,5.57
TXN102478,2026-03-08,Deutsche Bank,JPMorgan,Tokenised Deposit,Hybrid Network,EU,73730.4,Settled,17.4,35.9,1.98,14.6
TXN102479,2026-02-11,JPMorgan,HSBC,Tokenised Equity,Permissioned Ledger,EU,10126.32,Settled,2.5,56.0,0.73,0.74
TXN102480,2026-04-28,Citi,JPMorgan,Tokenised Real Estate Fund,Hybrid Network,MEA,146287.73,Pending,,35.2,4.13,60.42
TXN102481,2026-05-05,Barclays,Citi,Tokenised Deposit,Hybrid Network,MEA,10674.73,Settled,25.4,65.9,1.69,1.8
TXN102482,2026-06-16,UBS,BNY Mellon,Tokenised Equity,Hybrid Network,MEA,52782.68,Settled,15.1,42.8,0.97,5.12
TXN102483,2026-06-18,Citi,UBS,Tokenised Deposit,Permissioned Ledger,MEA,22913.59,Settled,8.4,42.3,4.11,9.42
TXN102484,2026-01-24,Deutsche Bank,UBS,Tokenised Deposit,Public Blockchain,UK,129422.31,Settled,45.0,48.3,1.5,19.41
TXN102485,2026-07-07,Barclays,Deutsche Bank,Tokenised Deposit,Hybrid Network,US,1218989.68,Settled,45.4,53.1,3.15,383.98
TXN102486,2026-02-15,Citi,Barclays,Regulated Stablecoin,Public Blockchain,APAC,272154.18,Settled,64.8,35.7,3.06,83.28
TXN102487,2026-01-19,BNY Mellon,Standard Chartered,Tokenised Deposit,Permissioned Ledger,EU,175983.78,Settled,3.9,42.4,3.25,57.19
TXN102488,2026-03-09,BNY Mellon,Deutsche Bank,Tokenised Equity,Permissioned Ledger,EU,53743.91,Failed,,30.2,3.37,18.11
TXN102489,2026-04-12,HSBC,UBS,Tokenised Deposit,Permissioned Ledger,MEA,73840.08,Settled,11.3,51.7,2.72,20.08
